target,user,text,cleaned_text
4,RRP141,This week Im planning on saving $25 on making my own lunch ,this week im planning on saving 25 on making my own lunch
4,dsweetyp112,"Yeah, having a blast! ",yeah having a blast
0,MsMusiclover,The high today in Charleston is 101 and the heat index is 120 ,the high today in charleston is and the heat index is
0,Bout_ye_,The road to darkness always has a way of known my name!- pink nobodys knows! &lt;3  ,the road to darkness always has a way of known my name  pink nobodys knows &lt3
0,I__HATE__RABBIT,@SmellTheRainbow awwwwwww what time 2 do have 2 leave??? i don't want u 2 leave it's a poppy time ,awwwwwww what time do have leave i dont want u leave its a poppy time
0,Evolved_Aries,'wish i was off this weekend' ,wish i was off this weekend
4,leahmansfieldx,"i need summer gear, oversized tees, shorts and playsuits ",i need summer gear oversized tees shorts and playsuits
4,sccr4life,just got back from my sisters girl scout thing...the cake was good!.......    ,just got back from my sisters girl scout thingthe cake was good
0,SamTheGirl,FUCK! we don't have any milk  side note: i juss noticed i have 8.2 days worth of music on my laptop :],fuck we dont have any milk side note i juss noticed i have days worth of music on my laptop 
4,Sammity,The ringing in my ears is almost gone  I want to go back to last night and live it forever!,the ringing in my ears is almost gone i want to go back to last night and live it forever
4,amieewhitney,@Leela89 was that reply to me or yourself? XD I wouldn't say you make many mistakes ,was that reply to me or yourself xd i wouldnt say you make many mistakes
4,ShawnRizzoli,"Phew, thank God that the paper was manageable today! I shall rest well now that it's the vacation. ",phew thank god that the paper was manageable today i shall rest well now that its the vacation
0,smtglikeastar,So so sooooo ready to go home already. I miss my fam bam ,so so sooooo ready to go home already i miss my fam bam
4,Laurawhittz09,@loubyloubyloux  yeh deffo its a really good programe ,yeh deffo its a really good programe
0,KateBentley,@hanspam http://twitpic.com/7m20c - Oh i love you all  wish i could of been there  can't wait for us to all go out so southport some ...,  oh i love you all wish i could of been there cant wait for us to all go out so southport some 
0,dontforgetchaos,"Work is calling me. I can hear it. It's saying &quot;Jonny, come to work all night, it'll be fun&quot; I think it's lying to me ",work is calling me i can hear it its saying &quotjonny come to work all night itll be fun&quot i think its lying to me
0,Lighting_in_AZ,"Going to the gym, BRB. ",going to the gym brb
0,aeliacin,wants to be outside swimming since the pool is FINALLY open but unfortunately its only 55 degrees right now  Here's to hoping it warms!!!,wants to be outside swimming since the pool is finally open but unfortunately its only degrees right now heres to hoping it warms
0,DiVaDeONNA,@Mrtyreel07 i feel like i havent seen yU in forever ,i feel like i havent seen yu in forever
0,lost_dog,@TheSpinDoctor I am lost. Please help me find a good home. ,i am lost please help me find a good home
4,tanaudel,@becjee Throwing things out is fun and therapeutic. Just remember - old black tshirts can be recycled into Dread Pirate masks ,throwing things out is fun and therapeutic just remember   old black tshirts can be recycled into dread pirate masks
0,alex_koss,fuckk i have to wait til 1 to get 3.0 ,fuckk i have to wait til to get
4,LastLovingChild,Rockibn roots today ,rockibn roots today
4,Necromantis,"had a great shot yesterday, editing pics now ",had a great shot yesterday editing pics now
4,teddy_j,@alexasunshine welcome to last week  ha,welcome to last week ha
0,veroscrazayy,@peaceluvjonass my concert was going to be tonight  damn those jonas boys that canceled this tourdate.,my concert was going to be tonight damn those jonas boys that canceled this tourdate
4,voidnothings,#atlasobscura If you're a hopeless adventurer this site would feed you appetite  http://www.atlasobscura.com/,if youre a hopeless adventurer this site would feed you appetite
0,CristiCalz,@AshleyMichele07 He had to delete eeeeverything ,he had to delete eeeeverything
0,JessSketchleyGK,Back from holiday - DOH! ,back from holiday   doh
4,emmahollamby,@Lairyliam What about the rest of us? ,what about the rest of us
4,1sweetwhirl,@rosehwang Always welcome sweetie! *HUGS* ,always welcome sweetie *hugs*
4,yapplebee,Just had a night of Little Mermaid secrets and then chilling at a bar that resembles a cool family's basement. Oh LA. Oh friends. ,just had a night of little mermaid secrets and then chilling at a bar that resembles a cool familys basement oh la oh friends
4,edmunk,"Less me, more we. ",less me more we
4,PurpleZoe,"@jodywatley My pleasure  Shine on, Lady Watley.",my pleasure shine on lady watley
4,diANAtiffANY,"A cop gave me my breakfast today, and I was still a little ripped from my mornin' tokin'. He just smiled and told me to have a nice day  ",a cop gave me my breakfast today and i was still a little ripped from my mornin tokin he just smiled and told me to have a nice day
0,art_and_coffee,I'm just about to have a siesta.. at 8:42 pm xD haha but i have to wake up then again ,im just about to have a siesta at 42 pm xd haha but i have to wake up then again
0,rudieobias,@crackpotjack it's only june plus i'm a browns fan so i have no expectation for this season. i say 6 - 10 for my brownies. ,its only june plus im a browns fan so i have no expectation for this season i say   for my brownies
4,kerryisonfire,i still need to see requiem for a dream. but i realllyy wanna see jared letos new film tooo  it looks amazing,i still need to see requiem for a dream but i realllyy wanna see jared letos new film tooo it looks amazing
0,Torae,"@SarahMascara word up, you're not a Pisces tho' so u kinda lose...sorry ",word up youre not a pisces tho so u kinda losesorry
4,LeaLaLa,New picture ;o New Hair (Y) ... It's my msn picture and everytime i sign on.. i get people saying its like nicola robers... Anyone agree? ,new picture new hair y  its my msn picture and everytime i sign on i get people saying its like nicola robers anyone agree
4,bdotsmittybaby,@AJDADDY lol I absolutely hate u! ,lol i absolutely hate u
0,bry807x,Play time is over back to work tomorrow!! 14hrs killer.. ,play time is over back to work tomorrow hrs killer
4,nastala,&quot;Yes&quot; what a wonderful word! ,&quotyes&quot what a wonderful word
0,xTwilighter,@peterfacinelli does Ashley have twitter? There's loads of fakes around and it sucks ,does ashley have twitter theres loads of fakes around and it sucks
4,EveKiller,@AConDEMAND Hi there! Who are you? ,hi there who are you
4,Isil_Loves_Mcr,"@geesmyangel Hey,Thanks I hope too .Exams were went  lol.Good Morning as well.I hope everything is good  xoxo",heythanks i hope too exams were went lolgood morning as welli hope everything is good xoxo
0,shivian,"@Citiboyz yeah, but... but... boo! I wanted to go out! Now I'm going out, but only to get medicine  not fun",yeah but but boo i wanted to go out now im going out but only to get medicine not fun
4,whirlygirl72,Is it Monday? Well at least it stopped monsooning ,is it monday well at least it stopped monsooning
4,captainpixie,"@WnchstrsGirl wish we had places like that over here in the UK, it's such a beautiful house and the street looks nice too ",wish we had places like that over here in the uk its such a beautiful house and the street looks nice too
4,momsthatplay,"putting the final touches on the hookup feature, should launch it this evening  sooo after I update, get on and create a few hookups ",putting the final touches on the hookup feature should launch it this evening sooo after i update get on and create a few hookups
0,semipenguin,It's been days since I've turned on my laptop. I wish @twitter would let me view my followers on mobile  Oh well. New People! ,its been days since ive turned on my laptop i wish would let me view my followers on mobile oh well new people
0,HollySquirrel,@stephenfry Glad you got good news and you can continue your gym workouts ;)  Wish my back was better so I could do gym workouts ,glad you got good news and you can continue your gym workouts wish my back was better so i could do gym workouts
4,PH7S,@astridaml thanx. Ini makan lagi disiapin. Obviously for me maag causes brain drain also. ,thanx ini makan lagi disiapin obviously for me maag causes brain drain also
4,brea911,"At the mall, with Ashtin. ",at the mall with ashtin
4,Carmmedina,Ecstatic to be a product of the ppl who brought &quot;como tu 'ta&quot; to the table ,ecstatic to be a product of the ppl who brought &quotcomo tu ta&quot to the table
4,toribaro,"Dear eminem, please divorce hajjah &amp; marry me ",dear eminem please divorce hajjah &amp marry me
0,lcadiapers,Kev threw up in the middle of the night. I got lil sleep. And we smell ,kev threw up in the middle of the night i got lil sleep and we smell
4,alli_jonas,@vickyjones91 haha yeah i love him too  but i love him a little too much...haha,haha yeah i love him too but i love him a little too muchhaha
0,AbbieRebecca,@mellol wooooo I want some stuff delivered to me  I think I'm going shopping later thou,wooooo i want some stuff delivered to me i think im going shopping later thou
0,PinupCandy,@love4allthings omg i used to get Dole whips all the time...!!!I love those and miss them ,omg i used to get dole whips all the timei love those and miss them
4,BisForBecca,@hartluck lookin at tht tweet reminds me of those tweets u sent a while bak lol &lt;3 hav a gd show ,lookin at tht tweet reminds me of those tweets u sent a while bak lol &lt3 hav a gd show
0,charm_maker,I smell of chicken poo but can't find any on me ,i smell of chicken poo but cant find any on me
4,priscx,"had a great day out with the girls (Sue, Jasmine &amp; Kathryn) today  It was a much needed meetup session. I obviously need some fun u know?",had a great day out with the girls sue jasmine &amp kathryn today it was a much needed meetup session i obviously need some fun u know
0,jazz2dmax,y the neck still pain geh?? ,y the neck still pain geh
4,HeatherShea,@stacey_baby good morning girlie  How are you? xo,good morning girlie how are you xo
